defendant_age,defendant_gender,num_victims,victim_genders,offence_category,offence_subcategory
18,male,0,nan,royalOffences,coiningOffences
43,female,1,male,theft,theftFromPlace
not known,male,1,male,theft,grandLarceny
not known,female,2,male;male,theft,simpleLarceny
not known,male,1,male,theft,grandLarceny
34,male,1,male,theft,pocketpicking
53,male,1,female,sexual,bigamy
not known,male,1,male,theft,animalTheft
32,male,2,male;male,theft,grandLarceny
not known,female,1,male,theft,simpleLarceny
not known,female,1,female,theft,burglary
46,male,1,female,deception,fraud
not known,male,0,nan,theft,simpleLarceny
17,male,0,nan,royalOffences,coiningOffences
42,male,0,nan,theft,receiving
not known,female,0,nan,miscellaneous,other
not known,male,1,male,theft,other
25,female,1,male,theft,simpleLarceny
19,female,1,male,theft,grandLarceny
not known,male,1,male,theft,other
not known,female,1,male,theft,grandLarceny
25,male,0,nan,theft,simpleLarceny
not known,female,1,male,theft,grandLarceny
not known,male,1,male,theft,shoplifting
not known,male,1,female,theft,grandLarceny
not known,male,1,male,theft,simpleLarceny
17,male,1,male,theft,pocketpicking
not known,male,1,male,theft,grandLarceny
25,male,0,nan,royalOffences,coiningOffences
not known,female,1,female,theft,other
36,male,0,nan,royalOffences,coiningOffences
34,male,1,male,theft,theftFromPlace
not known,male,0,nan,theft,grandLarceny
22,male,0,nan,deception,forgery
not known,male,3,male;male;male,theft,grandLarceny
not known,male,0,nan,theft,other
57,male,1,male,deception,fraud
not known,male,1,male,theft,simpleLarceny
not known,male,1,male,deception,fraud
not known,male,1,male,theft,grandLarceny
25,male,1,male,theft,simpleLarceny
not known,female,1,male,theft,simpleLarceny
25,male,1,male,kill,manslaughter
not known,female,1,male,theft,other
not known,female,1,male,theft,grandLarceny
not known,male,1,male,theft,theftFromPlace
15,male,1,male,theft,grandLarceny
31,male,1,male,theft,simpleLarceny
38,male,1,female,sexual,bigamy
19,male,1,female,theft,burglary
30,male,1,male,theft,simpleLarceny
17,male,1,male,theft,embezzlement
not known,male,1,male,theft,animalTheft
not known,male,1,male,sexual,assaultWithSodomiticalIntent
41,male,1,female,deception,fraud
15,male,1,male,theft,stealingFromMaster
18,male,0,nan,theft,embezzlement
38,male,1,female,sexual,rape
38,male,1,male,theft,grandLarceny
34,male,1,male,theft,housebreaking
not known,male,1,male,theft,grandLarceny
16,male,1,male,theft,simpleLarceny
not known,female,1,male,theft,theftFromPlace
not known,male,1,male,theft,simpleLarceny
not known,male,2,male;female,violentTheft,robbery
30,male,1,female,sexual,bigamy
40,male,1,female,miscellaneous,illegalAbortion
14,male,1,male,theft,pocketpicking
not known,male,1,male,theft,grandLarceny
not known,female,1,male,theft,simpleLarceny
30,male,1,male,violentTheft,highwayRobbery
not known,male,0,nan,theft,grandLarceny
not known,female,1,male,theft,pocketpicking
32,male,1,female,sexual,rape
22,male,1,male,theft,pocketpicking
not known,female,1,male,theft,grandLarceny
not known,male,1,male,theft,other
21,male,1,male,theft,embezzlement
not known,male,1,male,deception,fraud
26,male,1,male,violentTheft,robbery
23,male,1,male,theft,simpleLarceny
not known,male,1,male,breakingPeace,wounding
not known,male,1,male,theft,grandLarceny
20,male,2,male;male,theft,simpleLarceny
25,male,1,male,breakingPeace,wounding
31,male,1,indeterminate,theft,mail
not known,male,1,male,theft,grandLarceny
21,male,1,male,theft,embezzlement
not known,female,1,male,theft,grandLarceny
not known,male,2,male;male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
not known,male,0,nan,royalOffences,seditiousWords
not known,male,1,male,theft,grandLarceny
27,male,1,male,kill,manslaughter
25,male,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
63,male,1,male,theft,simpleLarceny
43,male,1,female,kill,murder
not known,male,1,male,theft,grandLarceny
51,male,1,female,breakingPeace,wounding
not known,female,1,male,theft,simpleLarceny
29,male,2,male;male,theft,theftFromPlace
not known,female,1,male,theft,grandLarceny
18,male,1,male,theft,stealingFromMaster
not known,female,1,male,violentTheft,robbery
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
23,male,1,male,theft,grandLarceny
not known,male,0,nan,theft,grandLarceny
56,male,1,indeterminate,theft,stealingFromMaster
55,male,1,male,theft,grandLarceny
30,male,1,male,theft,animalTheft
55,male,1,male,theft,simpleLarceny
27,male,1,male,theft,simpleLarceny
48,male,1,male,theft,simpleLarceny
22,male,1,male,theft,pocketpicking
21,male,1,female,sexual,rape
not known,male,1,female,kill,murder
15,male,2,male;female,theft,pocketpicking
not known,male,0,nan,deception,forgery
not known,male,1,male,theft,theftFromPlace
32,male,2,male;male,theft,grandLarceny
not known,male,2,male;male,theft,grandLarceny
22,male,1,female,miscellaneous,kidnapping
not known,male,1,male,theft,simpleLarceny
22,male,1,indeterminate,theft,mail
not known,male,0,nan,royalOffences,coiningOffences
not known,female,1,male,theft,pocketpicking
not known,male,1,male,theft,animalTheft
not known,male,0,nan,royalOffences,coiningOffences
not known,male,1,male,theft,grandLarceny
46,male,0,nan,theft,mail
not known,male,1,male,theft,grandLarceny
not known,female,3,male;male;male,theft,receiving
20,male,2,female;female,theft,simpleLarceny
36,female,1,male,theft,pocketpicking
16,male,0,nan,deception,forgery
not known,male,1,male,theft,theftFromPlace
not known,male,1,male,theft,burglary
not known,male,1,male,theft,shoplifting
not known,male,0,nan,miscellaneous,other
not known,male,1,male,theft,animalTheft
not known,male,1,male,theft,grandLarceny
not known,male,0,nan,miscellaneous,other
21,male,1,male,theft,simpleLarceny
42,male,1,male,theft,animalTheft
51,female,1,male,theft,grandLarceny
not known,female,1,male,theft,pocketpicking
not known,male,1,male,theft,embezzlement
not known,male,1,male,violentTheft,robbery
not known,male,1,male,deception,forgery
not known,male,1,female,kill,murder
29,male,1,female,theft,stealingFromMaster
34,male,0,nan,theft,mail
not known,male,1,male,theft,pocketpicking
37,male,1,male,theft,theftFromPlace
37,male,1,female,violentTheft,robbery
not known,female,1,male,theft,simpleLarceny
49,male,1,male,theft,simpleLarceny
not known,female,1,male,theft,other
21,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,theftFromPlace
29,female,1,female,breakingPeace,wounding
not known,male,1,female,theft,grandLarceny
17,male,1,male,theft,simpleLarceny
38,male,0,nan,royalOffences,coiningOffences
not known,male,2,male;male,theft,receiving
42,female,0,nan,miscellaneous,other
19,male,0,nan,royalOffences,coiningOffences
27,male,1,male,theft,burglary
not known,male,1,male,theft,grandLarceny
not known,female,1,male,theft,other
16,female,2,male;female,theft,pocketpicking
not known,male,1,male,theft,burglary
not known,male,1,male,deception,fraud
not known,female,0,nan,miscellaneous,other
18,male,1,male,theft,simpleLarceny
32,male,1,indeterminate,theft,mail
not known,male,1,female,kill,manslaughter
not known,male,1,male,theft,grandLarceny
12,male,1,male,theft,embezzlement
not known,female,3,female;female;male,theft,grandLarceny
not known,male,1,male,theft,theftFromPlace
23,male,2,male;male,theft,theftFromPlace
45,male,1,male,theft,grandLarceny
29,male,1,female,sexual,bigamy
65,male,1,male,theft,grandLarceny
not known,male,1,female,violentTheft,highwayRobbery
not known,female,0,nan,theft,grandLarceny
not known,male,1,female,violentTheft,highwayRobbery
not known,male,1,male,theft,simpleLarceny
23,male,1,male,theft,pocketpicking
54,male,1,male,theft,simpleLarceny
22,male,1,male,deception,forgery
64,male,1,male,theft,simpleLarceny
20,male,2,female;male,theft,theftFromPlace
not known,female,1,male,theft,receiving
not known,male,1,male,theft,simpleLarceny
not known,male,0,nan,sexual,rape
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,animalTheft
not known,male,1,male,breakingPeace,wounding
not known,female,1,male,theft,simpleLarceny
not known,female,1,male,theft,theftFromPlace
35,male,3,male;male;male,theft,grandLarceny
not known,male,1,male,theft,simpleLarceny
not known,female,1,male,theft,grandLarceny
not known,male,0,nan,royalOffences,coiningOffences
not known,male,1,male,theft,grandLarceny
51,male,0,nan,sexual,sodomy
not known,male,1,male,theft,pocketpicking
29,male,0,nan,theft,embezzlement
not known,female,1,male,violentTheft,robbery
25,male,1,male,theft,stealingFromMaster
not known,male,1,male,theft,grandLarceny
not known,male,1,male,breakingPeace,libel
not known,male,1,male,theft,theftFromPlace
not known,male,1,male,violentTheft,highwayRobbery
not known,female,1,male,theft,pocketpicking
not known,male,2,female;male,theft,grandLarceny
42,female,0,nan,royalOffences,coiningOffences
26,male,0,nan,deception,forgery
not known,male,0,nan,theft,animalTheft
56,male,0,nan,royalOffences,coiningOffences
not known,male,0,nan,deception,forgery
not known,female,1,female,theft,pocketpicking
not known,female,1,male,theft,pocketpicking
33,male,1,male,breakingPeace,wounding
26,female,2,female;male,violentTheft,robbery
not known,male,1,male,violentTheft,highwayRobbery
16,male,2,male;female,theft,pocketpicking
12,male,2,male;male,theft,stealingFromMaster
43,male,2,male;male,theft,grandLarceny
not known,female,1,female,theft,simpleLarceny
17,male,1,male,theft,stealingFromMaster
19,male,1,male,theft,simpleLarceny
22,female,1,male,theft,grandLarceny
65,female,3,female;female;female,deception,fraud
not known,male,1,male,theft,grandLarceny
21,male,1,male,theft,simpleLarceny
not known,male,1,male,breakingPeace,wounding
22,male,1,male,theft,embezzlement
42,male,0,nan,royalOffences,coiningOffences
not known,male,1,male,theft,stealingFromMaster
not known,male,1,male,theft,pocketpicking
26,female,0,nan,royalOffences,coiningOffences
not known,male,1,male,violentTheft,highwayRobbery
54,male,1,male,theft,stealingFromMaster
not known,male,1,male,kill,other
42,male,0,nan,miscellaneous,other
30,male,2,male;male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
not known,female,0,nan,royalOffences,coiningOffences
not known,male,1,male,theft,grandLarceny
20,female,0,nan,royalOffences,coiningOffences
not known,female,1,female,theft,simpleLarceny
not known,male,1,indeterminate,theft,burglary
16,male,1,female,theft,grandLarceny
19,male,1,male,theft,stealingFromMaster
43,female,0,nan,deception,fraud
not known,male,0,nan,theft,pocketpicking
29,male,1,male,theft,embezzlement
22,male,1,male,theft,housebreaking
not known,male,2,male;male,theft,grandLarceny
60,male,1,male,theft,grandLarceny
29,male,2,male;male,theft,grandLarceny
not known,male,1,male,theft,theftFromPlace
20,male,1,male,theft,housebreaking
not known,female,1,male,theft,simpleLarceny
not known,female,1,female,theft,grandLarceny
22,male,2,male;male,theft,stealingFromMaster
not known,male,1,male,breakingPeace,wounding
not known,male,1,male,theft,stealingFromMaster
not known,male,1,male,kill,manslaughter
35,male,1,male,theft,pocketpicking
53,male,1,male,breakingPeace,wounding
not known,male,1,male,theft,theftFromPlace
not known,male,1,male,theft,pocketpicking
26,male,1,male,theft,burglary
20,female,0,nan,royalOffences,coiningOffences
28,female,1,male,theft,pocketpicking
60,female,0,nan,miscellaneous,concealingABirth
not known,female,1,female,theft,simpleLarceny
not known,male,1,male,theft,grandLarceny
not known,female,1,male,theft,theftFromPlace
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,pocketpicking
44,male,1,male,theft,stealingFromMaster
36,male,0,nan,deception,forgery
not known,male,1,female,theft,theftFromPlace
not known,female,1,male,theft,housebreaking
not known,male,2,male;male,violentTheft,highwayRobbery
27,male,1,male,theft,housebreaking
29,female,1,male,theft,grandLarceny
not known,female,0,nan,miscellaneous,returnFromTransportation
not known,male,1,male,deception,fraud
35,male,1,male,theft,grandLarceny
23,male,1,male,theft,animalTheft
30,male,0,nan,sexual,other
31,female,0,nan,breakingPeace,wounding
20,male,0,nan,deception,forgery
not known,male,1,male,theft,burglary
not known,male,1,male,theft,other
not known,female,1,male,theft,grandLarceny
20,male,1,male,theft,grandLarceny
20,female,1,male,theft,housebreaking
19,male,1,male,theft,simpleLarceny
not known,male,1,male,damage,arson
not known,female,1,male,theft,theftFromPlace
not known,male,1,male,theft,other
not known,female,1,male,theft,theftFromPlace
not known,male,1,male,theft,pocketpicking
not known,male,1,male,theft,grandLarceny
52,female,1,male,theft,stealingFromMaster
20,female,1,male,theft,pocketpicking
23,female,1,male,theft,simpleLarceny
not known,male,2,male;male,theft,burglary
32,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,animalTheft
21,male,1,male,theft,stealingFromMaster
not known,female,1,male,theft,other
50,male,1,male,theft,animalTheft
46,male,0,nan,sexual,bigamy
not known,female,1,male,theft,pocketpicking
not known,male,2,male;male,theft,housebreaking
not known,male,3,male;male;male,kill,manslaughter
not known,female,1,male,theft,stealingFromMaster
19,male,1,male,theft,grandLarceny
not known,male,1,male,theft,theftFromPlace
not known,female,1,male,theft,theftFromPlace
28,male,1,male,theft,grandLarceny
18,male,0,nan,royalOffences,coiningOffences
24,male,1,male,theft,grandLarceny
not known,female,0,nan,kill,infanticide
32,male,1,male,theft,animalTheft
28,male,1,male,theft,embezzlement
not known,female,1,male,theft,grandLarceny
19,male,2,male;male,theft,burglary
30,male,1,male,theft,stealingFromMaster
not known,male,3,male;male;male,theft,receiving
not known,female,1,male,theft,grandLarceny
28,male,1,male,theft,simpleLarceny
not known,male,1,indeterminate,theft,grandLarceny
not known,male,1,male,royalOffences,coiningOffences
not known,female,1,indeterminate,theft,grandLarceny
22,male,1,female,theft,simpleLarceny
32,male,1,male,theft,stealingFromMaster
not known,male,1,male,breakingPeace,wounding
48,male,1,male,theft,simpleLarceny
18,male,1,male,theft,simpleLarceny
38,male,0,nan,deception,forgery
47,female,1,male,theft,theftFromPlace
not known,male,1,female,violentTheft,highwayRobbery
20,male,1,male,theft,simpleLarceny
not known,female,1,male,theft,stealingFromMaster
42,male,1,male,theft,grandLarceny
34,male,1,male,theft,burglary
46,male,1,male,theft,stealingFromMaster
28,male,1,male,sexual,indecentAssault
22,male,1,male,theft,pocketpicking
36,female,0,nan,royalOffences,coiningOffences
not known,female,1,male,theft,pocketpicking
not known,male,1,female,breakingPeace,wounding
not known,female,1,male,theft,theftFromPlace
not known,male,1,male,theft,simpleLarceny
21,male,1,male,theft,grandLarceny
not known,female,1,male,theft,animalTheft
not known,female,1,male,theft,receiving
20,male,1,male,theft,simpleLarceny
19,male,1,female,sexual,rape
not known,female,1,male,theft,stealingFromMaster
30,male,1,male,theft,pocketpicking
20,male,1,male,theft,embezzlement
65,male,12,male;male;male;male;male;male;male;male;male;male;male;male,theft,grandLarceny
14,male,1,male,theft,grandLarceny
not known,male,1,male,theft,animalTheft
not known,female,1,male,theft,grandLarceny
22,male,1,male,theft,simpleLarceny
25,male,1,male,theft,grandLarceny
not known,male,0,nan,theft,embezzlement
not known,male,1,male,theft,theftFromPlace
56,male,1,male,theft,theftFromPlace
not known,female,1,male,theft,grandLarceny
13,male,1,male,theft,simpleLarceny
16,male,0,nan,deception,fraud
30,male,1,male,deception,fraud
not known,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,housebreaking
